max_p,utility,inertia,reliability
0.09891464679272455,0.2638664623698638,0.9900000000000014,1.0000000000000007
0.32729965259991844,0.6067728999383617,0.9893000000000014,0.9544000000000007
0.6797131847643969,0.800696961055666,0.9871000000000015,0.7986000000000006
1.3979529798454835,1.2049356142850283,0.9827000000000015,0.4742000000000003
0.8607633358663542,0.902916914094921,0.9700000000000011,0.7148000000000007
1.7479738836604986,1.4031352062675555,0.9813000000000012,0.3161
1.9334601443208919,1.5144805527847025,0.9810000000000011,0.23030000000000034
2.243014245840631,1.707698312149737,0.9834000000000014,0.08870000000000018
0.19799954605178077,0.526171815040361,0.9900000000000014,1.0000000000000007
0.5314151113567205,0.7200419687068473,0.9879000000000012,0.8624000000000007
1.5617163297148526,1.3005631310945927,0.9821000000000013,0.3995000000000003
2.0776621237245263,1.6016824291328224,0.9775000000000011,0.16420000000000018
1.0465836290636372,1.0067282474569126,0.9846000000000014,0.6320000000000007
1.2311482758615881,1.112254049330457,0.9836000000000013,0.5490000000000006
