max_p,utility,inertia,reliability
1.9999381734831572,0.7722208558290075,0.9900000000000014,0.07
2.047079551555893,0.9377304656778538,0.9900000000000014,0.07
2.147485769493898,1.2842731568176777,0.9900000000000014,0.07
2.0986671739021743,1.1171990555492661,0.9900000000000014,0.07
2.249975135057838,1.6314952099562334,0.9900000000000014,0.07
2.039872908981912,0.8085754496072821,0.9896000000000014,0.1500000000000001
2.2835986639225125,1.7347608882104955,0.9900000000000014,0.07
0.09977651262727348,0.2693952219651068,0.9900000000000014,1.0000000000000007
2.0731946628092994,0.9661278148141497,0.9898000000000015,0.10000000000000007
0.1913007711792136,0.517456246608656,0.9900000000000014,1.0000000000000007
2.0491327295861055,0.8693122119247573,0.9900000000000014,0.1200000000000003
0.2301019933918816,0.5531349743078725,0.9900000000000014,1.0000000000000007
2.1998126357905488,1.4638633120835365,0.9900000000000014,0.07
2.01287940984096,0.7087359916983077,0.9816000000000011,0.22419999999999995
1.856771059657316,0.6001528935829709,0.979700000000001,0.7832000000000002
1.9991623526870694,0.7111989856938576,0.9848000000000012,0.16539999999999985
1.991771668919156,0.6519567962586278,0.9798000000000009,0.30829999999999996
0.14938375110356603,0.4341781515593568,0.9900000000000014,1.0000000000000007
1.7370100864297713,0.6002187622976523,0.9606000000000016,0.4830000000000002
