max_p,utility,inertia,reliability
2.1490843208214687,1.2847532715936414,0.9900000000000014,0.07
2.099910381948927,1.113363494137264,0.9900000000000014,0.07
0.09997373920645777,0.26951969725852115,0.9900000000000014,1.0000000000000007
2.0917370695721984,1.0186294818911583,0.9900000000000014,0.10000000000000007
2.199984449339791,1.461583220512528,0.9900000000000014,0.07
0.1489159752987236,0.43259306931405644,0.9900000000000014,1.0000000000000007
0.2272830336834759,0.551698430102807,0.9900000000000014,1.0000000000000007
0.19227486017296846,0.5186243808919775,0.9900000000000014,1.0000000000000007
2.049917531453497,0.8777611533688328,0.983500000000001,0.1158000000000002
2.2836542047849324,1.7347608882104955,0.9900000000000014,0.07
1.9968006676026506,0.6500568518781771,0.9823000000000012,0.27740000000000026
2.2496956874654104,1.6296474476475586,0.9900000000000014,0.07
2.0467090560267853,0.8085479468244425,0.985100000000001,0.15590000000000004
2.0474613807530444,0.9307093222056496,0.9900000000000014,0.07
1.998305475320814,0.7023943540438026,0.9796000000000009,0.1768999999999999
1.9320847862751611,0.6001862144578953,0.9729000000000014,0.7183999999999999
2.0287040369414546,0.7256701044250862,0.980900000000001,0.20030000000000014
1.9999984354135716,0.7552841104485168,0.9900000000000014,0.07
