max_p,utility,inertia,reliability
2.2399310681257956,1.7049607922227066,0.9900000000000014,0.08860000000000019
1.479526016995184,1.255446286828865,0.9821000000000012,0.43590000000000023
1.2943727876860458,1.1501734815274631,0.8583000000000002,0.5198000000000002
1.5618701083883075,1.303791989128784,0.9827000000000011,0.3978000000000003
0.59185355809754,0.7556912407440805,0.9858000000000012,0.8339000000000006
1.0458011936732134,1.0078153493068795,0.975800000000001,0.6313000000000005
1.9949944314357153,1.5518634720719455,0.9836000000000011,0.20340000000000022
0.40599136748595216,0.6512218029698635,0.9867000000000015,0.9173000000000008
2.165045894859051,1.6581279103873101,0.974300000000001,0.12620000000000034
0.22406567538744923,0.5504377088009458,0.9900000000000014,1.0000000000000007
1.912928689839609,1.5019062892848551,0.9819000000000011,0.24100000000000027
1.747618180255677,1.4061086944065528,0.980500000000001,0.3158000000000002
0.50902824864209,0.7078597963585096,0.9864000000000013,0.8716000000000007
0.19237088802176017,0.5188147671670664,0.9900000000000014,1.0000000000000007
0.6747419708141034,0.8005733374577113,0.9873000000000013,0.7977000000000006
1.12869295114639,1.0570894540155051,0.984400000000001,0.5936000000000005
1.3967296276627568,1.2076189795524688,0.9758000000000011,0.47360000000000035
1.3145872218705092,1.1588797405248021,0.9828000000000015,0.5112000000000001
0.1470648055173161,0.4284403156450132,0.9900000000000014,1.0000000000000007
0.861656648501833,0.9062583569419536,0.9860000000000014,0.7141000000000008
0.32466404944227806,0.6002525757889632,0.9893000000000014,0.9639000000000008
1.6439056685313764,1.3507048321107047,0.9836000000000014,0.36190000000000017
1.8301406844385646,1.4567558985179478,0.9757000000000008,0.27730000000000027
0.9635015231988909,0.9616629620716746,0.9848000000000012,0.6684000000000008
0.09973497969842203,0.26790091629149215,0.9900000000000014,1.0000000000000007
1.2118020630216617,1.1010639689256352,0.9838000000000012,0.5577000000000005
1.5626797777379746,1.3007906711966652,0.8802000000000009,0.4001000000000001
2.077594231903977,1.6020208718155096,0.9842000000000012,0.16570000000000018
0.7774936724540731,0.8567629473841325,0.9862000000000013,0.7517000000000007
0.9435633195699639,0.9514283352040515,0.8046999999999999,0.6769000000000008
1.8935012796156263,1.5004242100698244,0.930700000000001,0.24810000000000026
