max_p,utility,inertia,reliability
0.704672535589953,0.8009462837288698,0.9138000000000007,0.8000000000000007
1.912132937497305,1.5021350760307095,0.9803000000000012,0.24160000000000023
1.2305786885996697,1.1119010237481646,0.9842000000000015,0.5487000000000004
1.5611799525787775,1.300268603980138,0.9573000000000006,0.4005000000000004
1.3957099717227712,1.2008290630829652,0.9829000000000014,0.4765000000000006
0.858201882576851,0.9009864218197599,0.9839000000000012,0.7157000000000007
1.7468454200068633,1.4061158405627634,0.9829000000000013,0.3170000000000002
2.0776195210334194,1.601494895463802,0.9813000000000011,0.1656000000000002
0.5267321268342905,0.7157417175558337,0.9879000000000012,0.8631000000000008
0.1970536828484912,0.5253219116797423,0.9900000000000014,1.0000000000000007
2.2442819524328566,1.7092421812145415,0.9845000000000013,0.0886000000000002
0.09932493664098396,0.26671628754258925,0.9900000000000014,1.0000000000000007
0.32149611475858775,0.6042479384456098,0.9894000000000014,0.9542000000000007
1.0446465277392007,1.0056203065229046,0.9855000000000014,0.6331000000000008
0.6964350683280373,0.8104481877934402,0.9871000000000014,0.7893000000000008
