max_p,utility,inertia,reliability
2.2441533174757375,1.7100878060362252,0.9847000000000014,0.08860000000000019
0.6960364203121585,0.8002990505291542,0.7648999999999997,0.8000000000000007
0.09994083885085558,0.26971525077711506,0.9900000000000014,1.0000000000000007
0.31961588246605277,0.6020076696659926,0.9890000000000014,0.9542000000000007
0.14777686584790772,0.43045380655985144,0.9900000000000014,1.0000000000000007
0.5263984493887268,0.7156947037397771,0.9859000000000012,0.8627000000000007
0.9405082184359356,0.9512915709301023,0.8303,0.6772000000000007
2.077403813543703,1.6012685831466265,0.9853000000000012,0.16550000000000026
1.3336837074499979,1.1681113150405436,0.9839000000000012,0.5037000000000007
0.6919494209119104,0.8076558913382952,0.9869000000000013,0.7894000000000008
0.2284360719780254,0.5529702933118926,0.9900000000000014,1.0000000000000007
0.4177638358834746,0.6520496022041283,0.9828000000000013,0.9192000000000007
1.8937299647612924,1.5006302271538539,0.9314000000000008,0.24730000000000038
1.0436509182369926,1.0054637153083799,0.9849000000000013,0.6324000000000006
1.6457771297433719,1.3546647600669317,0.8949000000000006,0.3597000000000001
1.2345100015824035,1.1067543284466317,0.9835000000000015,0.5508000000000006
1.746671327733112,1.4031643142049146,0.9832000000000014,0.31790000000000024
1.4778343757355628,1.251841859436368,0.9843000000000012,0.43810000000000027
2.1609889699281823,1.6581032429575104,0.9719000000000012,0.1263000000000001
1.395491458219089,1.2044053274408006,0.9776000000000012,0.47490000000000043
1.5606555513302143,1.3000277714764867,0.974800000000001,0.40050000000000013
1.8292718770350178,1.4514470308515648,0.9822000000000012,0.2800000000000001
1.9125182351642815,1.5018088429984624,0.9834000000000013,0.24140000000000023
0.7745424768921373,0.8557409783915831,0.9866000000000014,0.7521000000000008
1.6637774519630124,1.3563067891361353,0.9836000000000013,0.3549000000000003
0.5883891458071995,0.7525652575276853,0.9876000000000013,0.8346000000000009
1.1269041589736326,1.0515883600699887,0.9847000000000012,0.5957000000000008
0.8573937646578021,0.9009578029796063,0.9867000000000014,0.7156000000000007
0.9612141318090204,0.9590221807914485,0.9855000000000012,0.6697000000000007
0.19287492264892675,0.5197412071203599,0.9900000000000014,1.0000000000000007
1.995169943414353,1.550714885040999,0.981500000000001,0.20280000000000026
1.2954893279114836,1.1528898634069549,0.8501000000000003,0.5183000000000003
