max_p,utility,inertia,reliability
0.22608420237909865,0.5514531320694103,0.9900000000000014,1.0000000000000007
2.078826649130027,1.6088606637559344,0.960400000000001,0.1640000000000002
0.19198201212009106,0.5184931369146559,0.9900000000000014,1.0000000000000007
1.2965357817761372,1.1502818869795606,0.8512000000000001,0.5197000000000003
0.9629251660024194,0.9599213741044249,0.9858000000000015,0.6699000000000006
1.8943157061939022,1.5012677188239119,0.9333000000000009,0.24740000000000043
0.5912888121091124,0.7505030866792255,0.9056000000000001,0.8354000000000008
1.74760093798144,1.4062425207049918,0.981800000000001,0.3161000000000001
0.5203702642395845,0.708453097715225,0.9879000000000014,0.8734000000000006
1.8317030419504123,1.4625445683954776,0.9253000000000008,0.2761000000000003
0.1477541688602179,0.4303322532641583,0.9900000000000014,1.0000000000000007
1.0464543568637261,1.0100694505250047,0.9854000000000013,0.6308000000000008
0.6935132830637788,0.8094861541775871,0.9872000000000013,0.7894000000000008
1.646406583195716,1.35329726656044,0.9010000000000007,0.361
1.4792931154901787,1.2526798200047422,0.9823000000000013,0.4371000000000002
2.2429921952520524,1.708680921154464,0.9841000000000013,0.0889000000000001
1.3971727048461349,1.2036475416953418,0.9830000000000011,0.47460000000000035
1.5826941457548336,1.3132002663606448,0.9824000000000012,0.38980000000000004
1.5642892020117243,1.3000833637894513,0.8839000000000004,0.4000000000000002
0.8584045132009567,0.9002601440030268,0.9860000000000013,0.7164000000000007
1.8510149663523867,1.4638160369460405,0.981100000000001,0.26930000000000026
1.2310821597417734,1.108521162657583,0.9785000000000013,0.5501000000000006
1.3147568571428796,1.1559109448147353,0.9828000000000016,0.5124000000000006
1.9126545189658424,1.501359367000922,0.9804000000000013,0.24070000000000025
0.09898736194258297,0.26598778986114247,0.9900000000000014,1.0000000000000007
0.33594519452643484,0.6092857509412617,0.9895000000000014,0.9550000000000006
0.4079188047867955,0.6510765468344437,0.9888000000000015,0.9176000000000007
0.6123007480809479,0.7643182687123714,0.9873000000000013,0.8259000000000007
1.9951478489952013,1.5528255320921023,0.9604000000000008,0.20250000000000024
1.6652216592157736,1.3601001517888105,0.9794000000000012,0.35279999999999995
0.9462004459077693,0.952701468716292,0.8073999999999998,0.6770000000000006
0.7770616158732706,0.8555372401333948,0.9863000000000013,0.7525000000000008
1.128923309182228,1.0556620895270792,0.9843000000000013,0.5940000000000006
2.160611303032998,1.6593728364436209,0.9726000000000011,0.12650000000000014
