max_p,utility,inertia,reliability
2.149918436856669,1.28489729984313,0.9900000000000014,0.07
2.0490060782637114,0.9226352057734788,0.9900000000000014,0.07999999999999996
0.14923418128967325,0.4325880083007545,0.9900000000000014,1.0000000000000007
2.249954917879807,1.6294855870788458,0.9900000000000014,0.07
0.22706602555564182,0.5514267004781442,0.9900000000000014,1.0000000000000007
0.099928923912335,0.2668683557078574,0.9900000000000014,1.0000000000000007
2.2836379590170863,1.7347608882104955,0.9900000000000014,0.07
1.9979824895020803,0.7046865533035951,0.9880000000000014,0.1683999999999999
2.080147592348902,0.9710600814173022,0.9900000000000014,0.10970000000000008
2.1998451820426954,1.4605198527006331,0.9900000000000014,0.07
2.0996879380989735,1.1085645563448772,0.9900000000000014,0.07
1.9948046832724868,0.6507479130382899,0.9869000000000014,0.2745000000000001
2.0477221038490616,0.8817255997804762,0.9887000000000014,0.11000000000000008
2.0275044629880172,0.7607740969493358,0.9819000000000011,0.16999999999999993
0.1908255523771147,0.5163655356391162,0.9900000000000014,1.0000000000000007
1.9647721690783722,0.6002409663446132,0.9758000000000012,0.6693999999999998
