max_p,utility,inertia,reliability
0.14942208194359632,0.4338581158034589,0.9900000000000014,1.0000000000000007
0.2261108948660014,0.551020929545116,0.9900000000000014,1.0000000000000007
0.09985464155467118,0.2666218068600809,0.9900000000000014,1.0000000000000007
0.3205306125929183,0.6006293873199954,0.9869000000000013,0.9636000000000007
1.9125994437931717,1.5047193954741012,0.9807000000000013,0.24060000000000023
1.3963306116593535,1.2044695414215885,0.9817000000000012,0.47500000000000037
0.9433873500654556,0.9506444389505043,0.8067000000000005,0.6777000000000007
0.590760471932754,0.7540895401355653,0.9780000000000012,0.8343000000000008
1.1283435320124553,1.0549399294367625,0.9851000000000013,0.5945000000000004
0.5090372081881687,0.7071447516482438,0.9883000000000015,0.8720000000000008
0.777605555340059,0.858045734388759,0.9825000000000014,0.7516000000000008
1.7474148571753858,1.4054898216132612,0.977900000000001,0.3166000000000002
1.044839175770798,1.0083178226785285,0.977600000000001,0.6316000000000007
2.077607029338534,1.6029713961030991,0.9842000000000012,0.16500000000000029
1.6443676735772115,1.3502971255749119,0.9480000000000005,0.3613000000000001
0.6755785807110727,0.8014297180942201,0.9788000000000013,0.7974000000000008
1.582144638739649,1.3094838301260814,0.982500000000001,0.3908
2.1648512634911334,1.6596720071328268,0.9745000000000013,0.12600000000000022
2.006439387701071,1.5600949705277387,0.9531000000000007,0.20110000000000025
1.8297023239721768,1.4560534905741471,0.9799000000000014,0.27800000000000025
1.4788822979733125,1.2542529363063981,0.983100000000001,0.4370000000000004
1.294564481176607,1.15339029707522,0.854,0.5186000000000003
1.3147095623530234,1.1570786829331008,0.9842000000000013,0.5125000000000003
1.6646700283141365,1.3572227227771085,0.9708000000000006,0.3542
0.9632629315180539,0.9613685158707816,0.9854000000000015,0.6688000000000007
1.210339534250573,1.1010748427280712,0.9664000000000009,0.5577000000000005
1.5639903026899757,1.3009633484957632,0.8841000000000004,0.4005000000000003
1.9959194914862577,1.5605757346796871,0.945700000000001,0.20170000000000035
0.4121405601059043,0.6507101067542082,0.9887000000000015,0.9188000000000006
2.2441677895364296,1.7102632947640926,0.9850000000000014,0.08860000000000008
0.19160537516378168,0.5175946969705358,0.9900000000000014,1.0000000000000007
0.860512717257041,0.904047673298348,0.9861000000000013,0.7146000000000007
