max_p,utility,inertia,reliability
0.1487184310376432,0.4329141178732008,0.9900000000000014,1.0000000000000009
1.893037186900623,1.5017916367820854,0.9300000000000012,0.2473000000000003
0.3234032206053749,0.6015103847551153,0.9891000000000014,0.9636000000000008
1.2103631790981697,1.1006437389392354,0.9842000000000016,0.5581000000000007
1.0447863598832252,1.0095700978888638,0.9856000000000014,0.6313000000000007
1.561003778505466,1.3008128774390726,0.9831000000000012,0.4002000000000002
1.9123138668772957,1.504698297088502,0.9814000000000012,0.2408000000000001
1.8296583894933016,1.4551583990152994,0.9830000000000014,0.2787000000000003
1.9949006456160183,1.556796918833477,0.9843000000000012,0.2019000000000002
0.5898508926126906,0.753215871085931,0.9875000000000012,0.8347000000000009
1.3948711385036687,1.2034877406424456,0.9844000000000012,0.4755000000000003
1.6641813607398943,1.3577480553276275,0.9838000000000012,0.3542000000000003
0.9620537108854476,0.961839239043762,0.9846000000000013,0.6685000000000008
1.3135554358448829,1.1579553817926165,0.9824000000000012,0.5125000000000004
1.1283435320124553,1.0549399294367623,0.9851000000000012,0.5945000000000004
2.077607029338534,1.6029713961030991,0.9842000000000012,0.1650000000000002
1.6443676735772117,1.350297125574912,0.9480000000000004,0.3613000000000001
1.4788822979733125,1.254252936306398,0.983100000000001,0.4370000000000004
1.294564481176607,1.15339029707522,0.854,0.5186000000000003
0.4143895029561479,0.6527787031573463,0.9886000000000011,0.9184000000000008
0.2274491527118803,0.5523681950243732,0.9900000000000014,1.0000000000000009
0.9420438246146912,0.950292809384128,0.8897000000000002,0.6778000000000007
0.1931739598628318,0.520201106390734,0.9900000000000014,1.0000000000000009
2.243016598268022,1.7101786507567769,0.9841000000000014,0.0887
2.1601424420437856,1.6555632288076274,0.9873000000000016,0.1271000000000001
0.6925909169447945,0.8000449198540709,0.9868000000000016,0.8004000000000007
0.0999550472154632,0.2701386262128561,0.9900000000000014,1.0000000000000009
0.7771299580318166,0.8584010945086321,0.9850000000000012,0.751500000000001
1.7472549713963528,1.4088891889939386,0.982400000000001,0.3156000000000002
0.8601361864256113,0.9043572775107092,0.9861000000000012,0.7148000000000008
0.5092671375067276,0.7083253922059903,0.9882000000000012,0.8716000000000007
