max_p,utility,inertia,reliability
0.1480843672544864,0.43105492729691,0.9900000000000014,1.0000000000000009
0.2264027841579758,0.5517307266529815,0.9900000000000014,1.0000000000000009
2.034356272326684,0.7557440582597321,0.9811000000000012,0.2081999999999998
1.7894907474438668,0.6005065109038363,0.9799000000000012,0.8056000000000003
1.7413582123680496,0.6000448143824246,0.980200000000001,0.7835999999999997
2.0688033861455675,0.8728846867889374,0.9859000000000012,0.1500000000000001
2.0441292731080942,0.8188304436750488,0.9827000000000012,0.1598999999999999
2.020242951657346,0.703944335818968,0.9811000000000012,0.2651999999999998
1.6178185070780398,0.6000301847789707,0.9709000000000017,0.6651000000000004
1.5991451380821833,0.6015137929641657,0.9709000000000014,0.6305
1.9973619074960487,0.6510620423857603,0.9794000000000008,0.3538999999999999
0.1934176770657399,0.5207524548202993,0.9900000000000014,1.0000000000000009
1.9998700353948944,0.7684528111294413,0.9900000000000014,0.0798999999999999
2.14793235234032,1.2866515081000505,0.9900000000000014,0.07
2.0996748508219087,1.120394455669398,0.9900000000000014,0.07
2.19988610258462,1.4646152035651523,0.9900000000000014,0.07
2.249830329418746,1.6315546541956918,0.9900000000000014,0.07
1.5463197250244085,0.6006854434942246,0.9819000000000012,0.3663000000000002
2.0469088800579422,0.9393416128358816,0.9900000000000014,0.07
2.099760965045111,1.025439975560101,0.9900000000000014,0.11
1.999762221628448,0.7050421491642535,0.9893000000000012,0.1768999999999998
2.049295064001485,0.8746467815472284,0.9899000000000012,0.1184000000000002
2.283573194714195,1.7347608882104957,0.9900000000000014,0.07
0.0999751476261958,0.2703412323576584,0.9900000000000014,1.0000000000000009
